Year,Quarter,client_lobby_actor_id,client_name,LDA_lobbying_expenses_avg
2010,1,48709,Open Society Policy Center Inc.,390000.000000
2010,4,48709,Open Society Policy Center Inc.,300000.000000
2011,3,48709,Open Society Policy Center Inc.,345000.000000
2012,2,48709,Open Society Policy Center Inc.,320000.000000
2013,1,48709,Open Society Policy Center Inc.,576666.666666
2013,4,48709,Open Society Policy Center Inc.,2105000.000000
2014,3,48709,Open Society Policy Center Inc.,1180000.000000
2015,2,48709,Open Society Policy Center Inc.,1400000.000000
2016,1,48709,Open Society Policy Center Inc.,685000.000000
2010,2,49807,National Association of Realtors,1356666.666666
2011,1,49807,National Association of Realtors,1033333.333333
2011,4,49807,National Association of Realtors,1540000.000000
2012,3,49807,National Association of Realtors,2470000.000000
2013,2,49807,National Association of Realtors,2322500.000000
2014,1,49807,National Association of Realtors,1436000.000000
2014,4,49807,National Association of Realtors,4466666.666666
2015,3,49807,National Association of Realtors,2520000.000000
2016,2,49807,National Association of Realtors,3140000.000000
2017,1,49807,National Association of Realtors,3390000.000000
2010,3,53545,National Multifamily Housing Council,210000.000000
2011,2,53545,National Multifamily Housing Council,445000.000000
2012,1,53545,National Multifamily Housing Council,231500.000000
2012,4,53545,National Multifamily Housing Council,160000.000000
2018,1,33679,American Association of Orthopaedic Surgeons,432014.000000
2012,4,42121,Military Officers Association of America,497514.000000
2013,3,42121,Military Officers Association of America,437390.000000
2014,2,42121,Military Officers Association of America,523000.000000
2015,1,42121,Military Officers Association of America,441486.000000
2015,4,42121,Military Officers Association of America,403187.000000
2016,3,42121,Military Officers Association of America,465038.000000
2017,2,42121,Military Officers Association of America,627098.000000
2018,1,42121,Military Officers Association of America,504998.000000
2018,4,42121,Military Officers Association of America,414436.000000
2019,3,42121,Military Officers Association of America,446516.000000
2020,2,42121,Military Officers Association of America,507652.000000
2021,1,42121,Military Officers Association of America,534086.000000
2021,4,42121,Military Officers Association of America,330000.000000
2022,3,42121,Military Officers Association of America,401719.000000
2023,2,42121,Military Officers Association of America,638866.000000
2024,1,42121,Military Officers Association of America,451218.000000
2017,4,45053,AZOA Services Corp.,520000.000000
2018,3,45053,AZOA Services Corp.,520000.000000
2019,2,45053,AZOA Services Corp.,540000.000000
2020,1,45053,AZOA Services Corp.,305000.000000
2020,4,45053,AZOA Services Corp.,295000.000000
2021,3,45053,AZOA Services Corp.,560000.000000
2022,2,45053,AZOA Services Corp.,530000.000000
2023,1,45053,AZOA Services Corp.,480000.000000
2023,4,45053,AZOA Services Corp.,480000.000000
2024,3,45053,AZOA Services Corp.,510000.000000
2021,4,48709,Open Society Policy Center Inc.,10000.000000
2023,2,48709,Open Society Policy Center Inc.,8400000.000000
2024,1,48709,Open Society Policy Center Inc.,690000.000000
2024,4,48709,Open Society Policy Center Inc.,100000.000000
2016,4,48835,BB&T Corp.,261366.000000
2017,3,48835,BB&T Corp.,352707.000000
2018,2,48835,BB&T Corp.,165437.000000
2019,1,48835,BB&T Corp.,324705.000000
2019,4,48835,BB&T Corp.,520000.000000
2020,3,48835,BB&T Corp.,650000.000000
2021,2,48835,BB&T Corp.,570000.000000
2022,1,48835,BB&T Corp.,1350000.000000
2022,4,48835,BB&T Corp.,1025000.000000
2023,3,48835,BB&T Corp.,260000.000000
2024,2,48835,BB&T Corp.,250000.000000
2023,4,53545,National Multifamily Housing Council,975000.000000
2024,3,53545,National Multifamily Housing Council,975000.000000
2010,2,57099,Business Roundtable Inc.,297000.000000
2011,1,57099,Business Roundtable Inc.,243615.384615
2011,4,57099,Business Roundtable Inc.,343769.230769
2012,3,57099,Business Roundtable Inc.,353846.153846
2013,2,57099,Business Roundtable Inc.,213687.500000
2014,1,57099,Business Roundtable Inc.,313125.000000
2014,4,57099,Business Roundtable Inc.,317468.750000
2015,3,57099,Business Roundtable Inc.,256705.882352
2016,2,57099,Business Roundtable Inc.,371066.666666
2017,1,57099,Business Roundtable Inc.,244583.333333
2017,4,57099,Business Roundtable Inc.,1625363.636363
2018,3,57099,Business Roundtable Inc.,659000.000000
2019,2,57099,Business Roundtable Inc.,304916.666666
2020,1,57099,Business Roundtable Inc.,421153.846153
2022,4,68834,CVS Health,391818.181818
2023,3,68834,CVS Health,239375.000000
2024,2,68834,CVS Health,456666.666666
2010,1,69662,Peabody Investments Corp.,1190000.000000
2010,4,69662,Peabody Investments Corp.,1230000.000000
2011,3,69662,Peabody Investments Corp.,1150000.000000
2012,2,69662,Peabody Investments Corp.,1230000.000000
2013,1,69662,Peabody Investments Corp.,660000.000000
2010,1,70834,American Hospital Association,521875.000000
2013,3,53545,National Multifamily Housing Council,176500.000000
2014,2,53545,National Multifamily Housing Council,440000.000000
2015,1,53545,National Multifamily Housing Council,261000.000000
2016,4,54262,ConocoPhillips Co.,178600.000000
2017,3,54262,ConocoPhillips Co.,140000.000000
2018,2,54262,ConocoPhillips Co.,150500.000000
2019,1,54262,ConocoPhillips Co.,662500.000000
2019,4,54262,ConocoPhillips Co.,335000.000000
2020,3,54262,ConocoPhillips Co.,132500.000000
2021,2,54262,ConocoPhillips Co.,237500.000000
2022,1,54262,ConocoPhillips Co.,968000.000000
2022,4,54262,ConocoPhillips Co.,502000.000000
2023,3,54262,ConocoPhillips Co.,237000.000000
2024,2,54262,ConocoPhillips Co.,223750.000000
2010,2,54955,American College of Radiology Association,1276893.000000
2011,1,54955,American College of Radiology Association,826599.000000
2011,4,54955,American College of Radiology Association,974216.000000
2012,3,54955,American College of Radiology Association,859276.000000
2013,2,54955,American College of Radiology Association,632933.500000
2014,1,54955,American College of Radiology Association,481612.000000
2014,4,54955,American College of Radiology Association,453450.500000
2015,3,54955,American College of Radiology Association,419480.000000
2016,2,54955,American College of Radiology Association,703346.500000
2017,1,54955,American College of Radiology Association,305462.000000
2020,4,57099,Business Roundtable Inc.,465769.230769
2021,3,57099,Business Roundtable Inc.,901428.571428
2022,2,57099,Business Roundtable Inc.,367857.142857
2023,1,57099,Business Roundtable Inc.,410000.000000
2023,4,57099,Business Roundtable Inc.,500714.285714
2024,3,57099,Business Roundtable Inc.,325000.000000
2017,4,58786,AFL-CIO,320000.000000
2018,3,58786,AFL-CIO,520000.000000
2019,2,58786,AFL-CIO,740000.000000
2020,1,58786,AFL-CIO,1140000.000000
2020,4,58786,AFL-CIO,680000.000000
2021,3,58786,AFL-CIO,1100000.000000
2022,2,58786,AFL-CIO,720000.000000
2023,1,58786,AFL-CIO,740000.000000
2023,4,58786,AFL-CIO,620000.000000
2024,3,58786,AFL-CIO,720000.000000
2013,3,59112,Standard and Poor's Financial Services LLC,430000.000000
2013,4,68834,CVS Health,1013787.800000
2014,3,68834,CVS Health,890000.000000
2015,2,68834,CVS Health,782000.000000
2016,1,68834,CVS Health,245714.285714
2016,4,68834,CVS Health,336357.142857
2017,3,68834,CVS Health,249214.285714
2018,2,68834,CVS Health,213750.000000
2019,1,68834,CVS Health,229230.769230
2019,4,68834,CVS Health,222846.153846
2020,3,68834,CVS Health,244090.909090
2021,2,68834,CVS Health,297000.000000
2022,1,68834,CVS Health,380909.090909
2021,4,69662,Peabody Investments Corp.,60000.000000
2022,3,69662,Peabody Investments Corp.,90000.000000
2023,2,69662,Peabody Investments Corp.,140000.000000
2024,1,69662,Peabody Investments Corp.,160000.000000
2024,4,69662,Peabody Investments Corp.,180000.000000
2010,1,86263,International Association of Machinists and Aerospace Workers,440000.000000
2010,4,86263,International Association of Machinists and Aerospace Workers,390000.000000
2011,3,86263,International Association of Machinists and Aerospace Workers,430000.000000
2012,2,86263,International Association of Machinists and Aerospace Workers,480000.000000
2013,1,86263,International Association of Machinists and Aerospace Workers,400000.000000
2013,4,86263,International Association of Machinists and Aerospace Workers,340000.000000
2014,3,86263,International Association of Machinists and Aerospace Workers,400000.000000
2015,2,86263,International Association of Machinists and Aerospace Workers,655000.000000
2016,1,86263,International Association of Machinists and Aerospace Workers,455000.000000
2010,4,70834,American Hospital Association,733750.000000
2011,3,70834,American Hospital Association,648750.000000
2012,2,70834,American Hospital Association,564375.000000
2013,1,70834,American Hospital Association,515625.000000
2013,4,70834,American Hospital Association,802500.000000
2014,3,70834,American Hospital Association,754166.666666
2015,2,70834,American Hospital Association,842500.000000
2016,1,70834,American Hospital Association,902166.666666
2016,4,70834,American Hospital Association,761857.142857
2017,3,70834,American Hospital Association,701142.857142
2018,2,70834,American Hospital Association,666857.142857
2019,1,70834,American Hospital Association,810714.285714
2024,4,86263,International Association of Machinists and Aerospace Workers,690000.000000
2010,1,86642,National Association of Federally-Insured Credit Unions,430000.000000
2010,4,86642,National Association of Federally-Insured Credit Unions,570000.000000
2011,3,86642,National Association of Federally-Insured Credit Unions,630000.000000
2012,2,86642,National Association of Federally-Insured Credit Unions,660000.000000
2013,1,86642,National Association of Federally-Insured Credit Unions,850000.000000
2010,2,87583,American Cancer Society Cancer Action Network Inc.,170666.666666
2011,1,87583,American Cancer Society Cancer Action Network Inc.,203000.000000
2011,4,87583,American Cancer Society Cancer Action Network Inc.,273000.000000
2012,3,87583,American Cancer Society Cancer Action Network Inc.,228333.333333
2013,2,87583,American Cancer Society Cancer Action Network Inc.,203750.000000
2014,1,87583,American Cancer Society Cancer Action Network Inc.,216666.666666
2014,4,87583,American Cancer Society Cancer Action Network Inc.,464996.000000
2015,3,87583,American Cancer Society Cancer Action Network Inc.,615000.000000
2016,2,87583,American Cancer Society Cancer Action Network Inc.,645000.000000
2017,1,87583,American Cancer Society Cancer Action Network Inc.,312500.000000
2017,4,87583,American Cancer Society Cancer Action Network Inc.,653333.333333
2018,3,87583,American Cancer Society Cancer Action Network Inc.,450000.000000
2019,2,87583,American Cancer Society Cancer Action Network Inc.,343333.333333
2020,1,87583,American Cancer Society Cancer Action Network Inc.,283333.333333
2018,4,91032,Bayer Corp.,228571.428571
2019,3,91032,Bayer Corp.,346428.571428
2020,2,91032,Bayer Corp.,292142.857142
2021,1,91032,Bayer Corp.,293571.428571
2021,4,91032,Bayer Corp.,218125.000000
2022,3,91032,Bayer Corp.,199375.000000
2023,2,91032,Bayer Corp.,285714.285714
2024,1,91032,Bayer Corp.,418333.333333
2024,4,91032,Bayer Corp.,378333.333333
2010,1,92776,Philips Electronics North America Corp.,330000.000000
2010,4,92776,Philips Electronics North America Corp.,250000.000000
2011,3,92776,Philips Electronics North America Corp.,450000.000000
2012,2,92776,Philips Electronics North America Corp.,670000.000000
2013,1,92776,Philips Electronics North America Corp.,580000.000000
2013,4,92776,Philips Electronics North America Corp.,320000.000000
2014,3,92776,Philips Electronics North America Corp.,175000.000000
2015,2,92776,Philips Electronics North America Corp.,250000.000000
2016,1,92776,Philips Electronics North America Corp.,190000.000000
2019,4,93809,Aerospace Industries Association of America Inc.,520000.000000
2020,3,93809,Aerospace Industries Association of America Inc.,390000.000000
2021,2,93809,Aerospace Industries Association of America Inc.,380000.000000
2022,1,93809,Aerospace Industries Association of America Inc.,380000.000000
2022,4,93809,Aerospace Industries Association of America Inc.,530000.000000
2023,3,53545,National Multifamily Housing Council,783211.000000
2024,2,53545,National Multifamily Housing Council,1325000.000000
2010,3,54262,ConocoPhillips Co.,2460913.500000
2011,2,54262,ConocoPhillips Co.,1466330.666666
2012,1,54262,ConocoPhillips Co.,370000.000000
2021,4,54955,American College of Radiology Association,137102.500000
2022,3,54955,American College of Radiology Association,127929.500000
