Year,Quarter,client_lobby_actor_id,client_name,LDA_frequency
2012,1,309100,Amgen Inc.,22
2012,4,309100,Amgen Inc.,22
2013,3,309100,Amgen Inc.,24
2014,2,309100,Amgen Inc.,25
2015,1,309100,Amgen Inc.,27
2015,4,309100,Amgen Inc.,26
2016,3,309100,Amgen Inc.,25
2017,2,309100,Amgen Inc.,25
2018,1,309100,Amgen Inc.,26
2010,2,315136,Biotechnology Innovation Organization,19
2011,1,315136,Biotechnology Innovation Organization,19
2023,4,316850,AHIP,9
2024,3,316850,AHIP,9
2019,4,320046,Pharmaceutical Care Management Association,3
2020,3,320046,Pharmaceutical Care Management Association,3
2021,2,320046,Pharmaceutical Care Management Association,3
2022,1,320046,Pharmaceutical Care Management Association,6
2022,4,320046,Pharmaceutical Care Management Association,4
2023,3,320046,Pharmaceutical Care Management Association,6
2024,2,320046,Pharmaceutical Care Management Association,7
2021,4,321840,United Parcel Service of America Inc.,9
2022,3,321840,United Parcel Service of America Inc.,10
2023,2,321840,United Parcel Service of America Inc.,7
2024,1,321840,United Parcel Service of America Inc.,7
2024,4,321840,United Parcel Service of America Inc.,6
2010,2,325634,Amazon Corporate LLC,2
2011,1,325634,Amazon Corporate LLC,2
2011,4,325634,Amazon Corporate LLC,3
2012,3,325634,Amazon Corporate LLC,3
2013,2,325634,Amazon Corporate LLC,3
2014,1,325634,Amazon Corporate LLC,3
2014,4,325634,Amazon Corporate LLC,2
2015,3,325634,Amazon Corporate LLC,1
2016,2,325634,Amazon Corporate LLC,1
2017,1,325634,Amazon Corporate LLC,1
2015,4,330896,AT&T Services Inc.,17
2016,3,330896,AT&T Services Inc.,18
2017,2,330896,AT&T Services Inc.,20
2018,1,330896,AT&T Services Inc.,20
2018,4,330896,AT&T Services Inc.,19
2019,3,330896,AT&T Services Inc.,21
2020,2,330896,AT&T Services Inc.,16
2021,1,330896,AT&T Services Inc.,15
2021,4,330896,AT&T Services Inc.,15
2022,3,330896,AT&T Services Inc.,14
2023,2,330896,AT&T Services Inc.,14
2024,1,330896,AT&T Services Inc.,14
2010,2,334449,General Electric Co.,20
2016,2,260497,Qualcomm Inc.,7
2017,1,260497,Qualcomm Inc.,8
2010,3,268804,General Motors Co.,15
2011,2,268804,General Motors Co.,17
2012,1,268804,General Motors Co.,13
2010,4,278637,FedEx Corp.,16
2011,3,278637,FedEx Corp.,15
2012,2,278637,FedEx Corp.,15
2013,1,278637,FedEx Corp.,15
2013,4,278637,FedEx Corp.,13
2014,3,278637,FedEx Corp.,14
2015,2,278637,FedEx Corp.,15
2016,1,278637,FedEx Corp.,15
2016,4,278637,FedEx Corp.,15
2017,3,278637,FedEx Corp.,17
2018,2,278637,FedEx Corp.,17
2019,1,278637,FedEx Corp.,17
2010,3,285913,Eli Lilly & Co.,14
2011,2,285913,Eli Lilly & Co.,12
2012,1,285913,Eli Lilly & Co.,13
2012,4,285913,Eli Lilly & Co.,14
2013,3,285913,Eli Lilly & Co.,14
2014,2,285913,Eli Lilly & Co.,10
2015,1,285913,Eli Lilly & Co.,8
2015,4,285913,Eli Lilly & Co.,9
2016,3,285913,Eli Lilly & Co.,10
2017,2,285913,Eli Lilly & Co.,11
2018,1,285913,Eli Lilly & Co.,9
2018,4,285913,Eli Lilly & Co.,9
2019,3,285913,Eli Lilly & Co.,9
2020,2,285913,Eli Lilly & Co.,9
2021,1,285913,Eli Lilly & Co.,10
2010,1,306043,Pharmaceutical Research and Manufacturers of America,39
2010,4,306043,Pharmaceutical Research and Manufacturers of America,31
2011,3,306043,Pharmaceutical Research and Manufacturers of America,37
2012,2,306043,Pharmaceutical Research and Manufacturers of America,38
2013,1,306043,Pharmaceutical Research and Manufacturers of America,37
2022,4,309100,Amgen Inc.,23
2023,3,309100,Amgen Inc.,23
2024,2,309100,Amgen Inc.,26
2015,4,315136,Biotechnology Innovation Organization,15
2016,3,315136,Biotechnology Innovation Organization,18
2017,2,315136,Biotechnology Innovation Organization,20
2018,1,315136,Biotechnology Innovation Organization,19
2018,4,315136,Biotechnology Innovation Organization,19
2019,3,315136,Biotechnology Innovation Organization,18
2020,2,315136,Biotechnology Innovation Organization,18
2021,1,315136,Biotechnology Innovation Organization,15
2021,4,315136,Biotechnology Innovation Organization,18
2022,3,315136,Biotechnology Innovation Organization,17
2023,2,315136,Biotechnology Innovation Organization,17
2024,1,315136,Biotechnology Innovation Organization,15
2010,4,316850,AHIP,8
2011,3,316850,AHIP,7
2012,2,316850,AHIP,8
2013,1,316850,AHIP,8
2013,4,316850,AHIP,8
2014,3,316850,AHIP,8
2015,2,316850,AHIP,8
2016,1,316850,AHIP,9
2016,4,316850,AHIP,8
2017,3,316850,AHIP,8
2018,2,316850,AHIP,8
2019,1,316850,AHIP,9
2010,3,320046,Pharmaceutical Care Management Association,3
2011,2,320046,Pharmaceutical Care Management Association,3
2012,1,320046,Pharmaceutical Care Management Association,3
2012,4,320046,Pharmaceutical Care Management Association,3
2013,3,320046,Pharmaceutical Care Management Association,3
2014,2,320046,Pharmaceutical Care Management Association,4
2015,1,320046,Pharmaceutical Care Management Association,3
2010,2,321840,United Parcel Service of America Inc.,11
2011,1,321840,United Parcel Service of America Inc.,10
2011,4,321840,United Parcel Service of America Inc.,11
2012,3,321840,United Parcel Service of America Inc.,9
2013,2,321840,United Parcel Service of America Inc.,9
2014,1,321840,United Parcel Service of America Inc.,9
2014,4,321840,United Parcel Service of America Inc.,9
2015,3,321840,United Parcel Service of America Inc.,11
2016,2,321840,United Parcel Service of America Inc.,9
2017,1,298843,T-Mobile USA Inc.,22
2017,4,298843,T-Mobile USA Inc.,25
2018,3,298843,T-Mobile USA Inc.,30
2019,2,298843,T-Mobile USA Inc.,30
2020,1,298843,T-Mobile USA Inc.,32
2020,4,298843,T-Mobile USA Inc.,36
2021,3,298843,T-Mobile USA Inc.,35
2022,2,298843,T-Mobile USA Inc.,35
2023,1,298843,T-Mobile USA Inc.,35
2023,4,298843,T-Mobile USA Inc.,35
2024,3,298843,T-Mobile USA Inc.,35
2014,4,300447,Novartis Corp.,9
2015,3,300447,Novartis Corp.,10
2016,2,300447,Novartis Corp.,10
2017,1,300447,Novartis Corp.,10
2017,4,300447,Novartis Corp.,12
2018,3,300447,Novartis Corp.,11
2019,2,300447,Novartis Corp.,10
2020,1,300447,Novartis Corp.,8
2020,4,300447,Novartis Corp.,9
2021,3,300447,Novartis Corp.,8
2022,2,300447,Novartis Corp.,8
2023,1,300447,Novartis Corp.,6
2023,4,300447,Novartis Corp.,6
2024,3,300447,Novartis Corp.,6
2013,4,302107,Merck & Co. Inc.,10
2014,3,302107,Merck & Co. Inc.,8
2015,2,302107,Merck & Co. Inc.,13
2016,1,302107,Merck & Co. Inc.,10
2016,4,302107,Merck & Co. Inc.,10
2017,3,302107,Merck & Co. Inc.,11
2018,2,302107,Merck & Co. Inc.,11
2019,1,302107,Merck & Co. Inc.,13
2019,4,302107,Merck & Co. Inc.,14
2020,3,302107,Merck & Co. Inc.,13
2021,2,302107,Merck & Co. Inc.,13
2022,1,302107,Merck & Co. Inc.,9
2022,4,302107,Merck & Co. Inc.,9
2023,3,302107,Merck & Co. Inc.,10
2024,2,302107,Merck & Co. Inc.,9
2021,4,306043,Pharmaceutical Research and Manufacturers of America,46
2022,3,306043,Pharmaceutical Research and Manufacturers of America,49
2023,2,306043,Pharmaceutical Research and Manufacturers of America,44
2024,1,306043,Pharmaceutical Research and Manufacturers of America,48
2024,4,306043,Pharmaceutical Research and Manufacturers of America,44
2010,2,309100,Amgen Inc.,28
2011,1,309100,Amgen Inc.,26
2011,4,309100,Amgen Inc.,22
2012,3,309100,Amgen Inc.,24
2013,2,309100,Amgen Inc.,21
2014,1,309100,Amgen Inc.,25
2024,4,315136,Biotechnology Innovation Organization,14
2010,3,316850,AHIP,8
2011,2,316850,AHIP,7
2012,1,316850,AHIP,7
2012,4,316850,AHIP,8
2013,3,316850,AHIP,8
2014,2,316850,AHIP,8
2015,1,316850,AHIP,8
2010,2,320046,Pharmaceutical Care Management Association,3
2011,1,320046,Pharmaceutical Care Management Association,3
2017,4,321840,United Parcel Service of America Inc.,9
2018,3,321840,United Parcel Service of America Inc.,8
2019,2,321840,United Parcel Service of America Inc.,8
2020,1,321840,United Parcel Service of America Inc.,10
2020,4,321840,United Parcel Service of America Inc.,10
2021,3,321840,United Parcel Service of America Inc.,9
2022,2,321840,United Parcel Service of America Inc.,10
2023,1,321840,United Parcel Service of America Inc.,9
2023,4,321840,United Parcel Service of America Inc.,7
2024,3,321840,United Parcel Service of America Inc.,6
2017,4,325634,Amazon Corporate LLC,2
2018,3,325634,Amazon Corporate LLC,6
2019,2,325634,Amazon Corporate LLC,6
2020,1,325634,Amazon Corporate LLC,6
2020,4,325634,Amazon Corporate LLC,6
2021,3,325634,Amazon Corporate LLC,6
2022,2,325634,Amazon Corporate LLC,6
2023,1,325634,Amazon Corporate LLC,7
2023,4,325634,Amazon Corporate LLC,7
2024,3,325634,Amazon Corporate LLC,6
2011,4,330896,AT&T Services Inc.,16
2012,3,330896,AT&T Services Inc.,15
2013,2,330896,AT&T Services Inc.,14
2014,1,330896,AT&T Services Inc.,15
2014,4,330896,AT&T Services Inc.,13
2011,1,334449,General Electric Co.,18
2011,4,334449,General Electric Co.,19
2012,3,334449,General Electric Co.,16
2013,2,334449,General Electric Co.,16
2014,1,334449,General Electric Co.,16
2010,1,335116,Apple Inc.,4
2010,4,335116,Apple Inc.,4
2011,3,335116,Apple Inc.,4
2012,2,335116,Apple Inc.,5
2013,1,335116,Apple Inc.,6
2013,4,335116,Apple Inc.,6
2014,3,335116,Apple Inc.,6
2015,2,335116,Apple Inc.,7
2016,1,335116,Apple Inc.,7
2016,4,335116,Apple Inc.,5
2017,3,335116,Apple Inc.,6
2018,2,335116,Apple Inc.,6
2019,1,335116,Apple Inc.,5
2012,4,342385,Johnson & Johnson Services Inc.,6
2013,3,342385,Johnson & Johnson Services Inc.,6
2014,2,342385,Johnson & Johnson Services Inc.,5
2015,1,342385,Johnson & Johnson Services Inc.,5
2015,4,342385,Johnson & Johnson Services Inc.,5
2016,3,342385,Johnson & Johnson Services Inc.,6
2017,2,342385,Johnson & Johnson Services Inc.,7
2018,1,342385,Johnson & Johnson Services Inc.,6
2018,4,342385,Johnson & Johnson Services Inc.,7
2019,3,342385,Johnson & Johnson Services Inc.,9
2020,2,342385,Johnson & Johnson Services Inc.,9
2021,1,342385,Johnson & Johnson Services Inc.,9
2021,4,342385,Johnson & Johnson Services Inc.,9
2022,3,342385,Johnson & Johnson Services Inc.,9
2023,2,342385,Johnson & Johnson Services Inc.,9
2024,1,342385,Johnson & Johnson Services Inc.,10
2020,4,342711,American Airlines Inc.,11
2021,3,342711,American Airlines Inc.,12
2022,2,342711,American Airlines Inc.,12
2023,1,342711,American Airlines Inc.,13
2023,4,342711,American Airlines Inc.,14
2024,3,342711,American Airlines Inc.,15
2013,4,344469,iHeartMedia Inc.,10
2014,3,344469,iHeartMedia Inc.,10
2015,2,344469,iHeartMedia Inc.,10
2016,1,344469,iHeartMedia Inc.,9
2016,4,344469,iHeartMedia Inc.,9
2017,3,344469,iHeartMedia Inc.,9
2018,2,344469,iHeartMedia Inc.,9
2019,1,344469,iHeartMedia Inc.,10
2019,4,344469,iHeartMedia Inc.,9
2020,3,344469,iHeartMedia Inc.,9
2021,2,344469,iHeartMedia Inc.,12
2022,1,344469,iHeartMedia Inc.,12
2022,4,344469,iHeartMedia Inc.,12
2023,3,344469,iHeartMedia Inc.,11
2024,2,344469,iHeartMedia Inc.,13
2010,1,345199,Boeing Co.,18
2017,1,207009,AbbVie Inc.,6
2010,1,207383,United Technologies Corp.,10
2010,4,207383,United Technologies Corp.,11
2011,3,207383,United Technologies Corp.,13
2012,2,207383,United Technologies Corp.,13
2013,1,207383,United Technologies Corp.,13
2013,4,207383,United Technologies Corp.,14
2014,3,207383,United Technologies Corp.,14
2015,2,207383,United Technologies Corp.,15
2016,1,207383,United Technologies Corp.,13
2016,4,207383,United Technologies Corp.,13
2017,3,207383,United Technologies Corp.,13
2018,2,207383,United Technologies Corp.,11
2019,1,207383,United Technologies Corp.,10
2015,4,207650,Anheuser-Busch Cos. LLC,19
2016,3,207650,Anheuser-Busch Cos. LLC,18
2017,2,207650,Anheuser-Busch Cos. LLC,16
2018,1,207650,Anheuser-Busch Cos. LLC,13
2018,4,207650,Anheuser-Busch Cos. LLC,12
2019,3,207650,Anheuser-Busch Cos. LLC,10
2020,2,207650,Anheuser-Busch Cos. LLC,11
2021,1,207650,Anheuser-Busch Cos. LLC,10
2021,4,207650,Anheuser-Busch Cos. LLC,10
2022,3,207650,Anheuser-Busch Cos. LLC,11
2023,2,207650,Anheuser-Busch Cos. LLC,12
2024,1,207650,Anheuser-Busch Cos. LLC,12
2024,4,207650,Anheuser-Busch Cos. LLC,11
2018,4,207668,Lockheed Martin Corp.,17
2019,3,207668,Lockheed Martin Corp.,19
2020,2,207668,Lockheed Martin Corp.,17
2021,1,207668,Lockheed Martin Corp.,17
2021,4,207668,Lockheed Martin Corp.,18
2022,3,207668,Lockheed Martin Corp.,17
2023,2,207668,Lockheed Martin Corp.,15
2024,1,207668,Lockheed Martin Corp.,12
2024,4,207668,Lockheed Martin Corp.,13
2010,1,210798,Verizon Communications Inc.,42
2010,4,210798,Verizon Communications Inc.,38
2011,3,210798,Verizon Communications Inc.,33
2012,2,210798,Verizon Communications Inc.,30
2013,1,210798,Verizon Communications Inc.,30
2020,4,213047,Fresenius Medical Care Holdings Inc.,10
2021,3,213047,Fresenius Medical Care Holdings Inc.,11
2022,2,213047,Fresenius Medical Care Holdings Inc.,11
2023,1,213047,Fresenius Medical Care Holdings Inc.,11
2023,4,213047,Fresenius Medical Care Holdings Inc.,11
2024,3,213047,Fresenius Medical Care Holdings Inc.,9
2017,4,213715,Chevron USA Inc.,4
2018,3,213715,Chevron USA Inc.,4
2019,2,213715,Chevron USA Inc.,4
2020,1,213715,Chevron USA Inc.,5
2020,4,213715,Chevron USA Inc.,5
2021,3,213715,Chevron USA Inc.,4
2022,2,213715,Chevron USA Inc.,4
2023,1,213715,Chevron USA Inc.,4
2023,4,213715,Chevron USA Inc.,4
2024,3,213715,Chevron USA Inc.,4
2013,4,219008,American Council of Life Insurers,6
2014,3,219008,American Council of Life Insurers,6
2015,2,219008,American Council of Life Insurers,5
2016,1,219008,American Council of Life Insurers,5
2016,4,219008,American Council of Life Insurers,5
2017,3,219008,American Council of Life Insurers,6
2018,2,219008,American Council of Life Insurers,6
2019,1,219008,American Council of Life Insurers,5
2019,4,219008,American Council of Life Insurers,4
2020,3,219008,American Council of Life Insurers,4
2021,2,219008,American Council of Life Insurers,4
2022,1,219008,American Council of Life Insurers,4
2023,4,221146,AARP Inc.,11
2024,3,221146,AARP Inc.,10
2010,1,230368,Genentech Inc.,25
2010,2,231959,Aflac Inc.,8
2011,1,231959,Aflac Inc.,8
2011,4,231959,Aflac Inc.,8
2012,3,231959,Aflac Inc.,7
2013,2,231959,Aflac Inc.,7
2014,1,231959,Aflac Inc.,6
2016,4,231962,General Dynamics Corp.,24
2017,3,231962,General Dynamics Corp.,23
2017,1,321840,United Parcel Service of America Inc.,9
2021,4,325634,Amazon Corporate LLC,6
2022,3,325634,Amazon Corporate LLC,7
2023,2,325634,Amazon Corporate LLC,7
2024,1,325634,Amazon Corporate LLC,6
2024,4,325634,Amazon Corporate LLC,6
2010,2,330896,AT&T Services Inc.,16
2011,1,330896,AT&T Services Inc.,15
2018,4,334449,General Electric Co.,7
2019,3,334449,General Electric Co.,10
2020,2,334449,General Electric Co.,9
2021,1,334449,General Electric Co.,7
2021,4,334449,General Electric Co.,8
2022,3,334449,General Electric Co.,7
2023,2,334449,General Electric Co.,7
2024,1,334449,General Electric Co.,5
2024,4,334449,General Electric Co.,4
2023,4,335116,Apple Inc.,9
2024,3,335116,Apple Inc.,9
2010,1,342711,American Airlines Inc.,14
2010,4,342711,American Airlines Inc.,13
2011,3,342711,American Airlines Inc.,14
2012,2,342711,American Airlines Inc.,15
2013,1,342711,American Airlines Inc.,13
2013,4,342711,American Airlines Inc.,13
2014,3,342711,American Airlines Inc.,15
2015,2,342711,American Airlines Inc.,15
2016,1,342711,American Airlines Inc.,15
2013,4,344185,Charter Communications Inc.,5
2014,3,344185,Charter Communications Inc.,5
2015,2,344185,Charter Communications Inc.,8
2016,1,344185,Charter Communications Inc.,10
2016,4,344185,Charter Communications Inc.,8
2017,3,344185,Charter Communications Inc.,11
2018,2,344185,Charter Communications Inc.,11
2019,1,344185,Charter Communications Inc.,12
2019,4,344185,Charter Communications Inc.,12
2020,3,344185,Charter Communications Inc.,13
2021,2,344185,Charter Communications Inc.,13
2022,1,344185,Charter Communications Inc.,14
2022,4,344185,Charter Communications Inc.,14
2023,3,344185,Charter Communications Inc.,16
2024,2,344185,Charter Communications Inc.,17
2014,4,345199,Boeing Co.,14
2015,3,345199,Boeing Co.,16
2016,2,345199,Boeing Co.,15
2017,1,345199,Boeing Co.,17
2017,4,345199,Boeing Co.,17
2018,3,345199,Boeing Co.,17
2019,2,345199,Boeing Co.,20
2020,1,345199,Boeing Co.,21
2020,4,345199,Boeing Co.,20
2021,3,345199,Boeing Co.,21
2022,2,345199,Boeing Co.,19
2023,1,345199,Boeing Co.,17
2023,4,345199,Boeing Co.,17
2024,3,345199,Boeing Co.,8
2015,3,330896,AT&T Services Inc.,16
2016,2,330896,AT&T Services Inc.,17
2017,1,330896,AT&T Services Inc.,20
2017,4,330896,AT&T Services Inc.,20
2018,3,330896,AT&T Services Inc.,20
2019,2,330896,AT&T Services Inc.,20
2020,1,330896,AT&T Services Inc.,16
2020,4,330896,AT&T Services Inc.,14
2021,3,330896,AT&T Services Inc.,15
2022,2,330896,AT&T Services Inc.,14
2023,1,330896,AT&T Services Inc.,14
2022,4,334449,General Electric Co.,7
2023,3,334449,General Electric Co.,7
2024,2,334449,General Electric Co.,5
2010,3,335116,Apple Inc.,4
2011,2,335116,Apple Inc.,4
2012,1,335116,Apple Inc.,4
2012,4,335116,Apple Inc.,6
2013,3,335116,Apple Inc.,6
2014,2,335116,Apple Inc.,6
2015,1,335116,Apple Inc.,7
2010,3,342385,Johnson & Johnson Services Inc.,5
2011,2,342385,Johnson & Johnson Services Inc.,4
2012,1,342385,Johnson & Johnson Services Inc.,6
2024,4,342711,American Airlines Inc.,13
2017,4,344185,Charter Communications Inc.,11
2018,3,344185,Charter Communications Inc.,11
2019,2,344185,Charter Communications Inc.,12
2020,1,344185,Charter Communications Inc.,12
2020,4,344185,Charter Communications Inc.,13
2021,3,344185,Charter Communications Inc.,13
2022,2,344185,Charter Communications Inc.,14
2023,1,344185,Charter Communications Inc.,14
2023,4,344185,Charter Communications Inc.,16
2024,3,344185,Charter Communications Inc.,17
2010,1,344469,iHeartMedia Inc.,8
2010,4,344469,iHeartMedia Inc.,8
2011,3,344469,iHeartMedia Inc.,9
2012,2,344469,iHeartMedia Inc.,9
2013,1,344469,iHeartMedia Inc.,10
2010,2,345199,Boeing Co.,18
2011,1,345199,Boeing Co.,13
2011,4,345199,Boeing Co.,13
2012,3,345199,Boeing Co.,15
2013,2,345199,Boeing Co.,16
2014,1,345199,Boeing Co.,16
2018,2,231962,General Dynamics Corp.,21
2019,1,231962,General Dynamics Corp.,20
2019,4,231962,General Dynamics Corp.,19
2020,3,231962,General Dynamics Corp.,19
2021,2,231962,General Dynamics Corp.,18
2022,1,231962,General Dynamics Corp.,18
2022,4,231962,General Dynamics Corp.,18
2023,3,231962,General Dynamics Corp.,20
2024,2,231962,General Dynamics Corp.,20
2019,4,232055,Edison Electric Institute,12
2020,3,232055,Edison Electric Institute,13
2021,2,232055,Edison Electric Institute,12
2022,1,232055,Edison Electric Institute,11
2022,4,232055,Edison Electric Institute,10
2023,3,232055,Edison Electric Institute,10
2024,2,232055,Edison Electric Institute,10
2010,3,232057,Southern Co.,11
2011,2,232057,Southern Co.,11
2012,1,232057,Southern Co.,11
2012,4,232057,Southern Co.,10
2013,3,232057,Southern Co.,10
2014,2,232057,Southern Co.,10
2015,1,232057,Southern Co.,11
2015,4,232057,Southern Co.,8
2016,3,232057,Southern Co.,11
2017,2,232057,Southern Co.,11
2018,1,232057,Southern Co.,10
2018,4,232057,Southern Co.,10
2019,3,232057,Southern Co.,9
2020,2,232057,Southern Co.,9
2021,1,232057,Southern Co.,9
2021,4,232061,Entertainment Software Association,5
2022,3,232061,Entertainment Software Association,5
2023,2,232061,Entertainment Software Association,6
2024,1,232061,Entertainment Software Association,6
2024,4,232061,Entertainment Software Association,5
2010,3,232657,Shell USA Inc.,9
2011,2,232657,Shell USA Inc.,9
2012,1,232657,Shell USA Inc.,8
2012,4,232657,Shell USA Inc.,7
2013,3,232657,Shell USA Inc.,7
2014,2,232657,Shell USA Inc.,8
2015,1,232657,Shell USA Inc.,7
2015,4,232657,Shell USA Inc.,9
2016,3,232657,Shell USA Inc.,8
2017,2,232657,Shell USA Inc.,7
2018,1,232657,Shell USA Inc.,8
2017,4,234639,NCTA - The Internet & Television Association,23
2018,3,234639,NCTA - The Internet & Television Association,24
2019,2,234639,NCTA - The Internet & Television Association,24
2020,1,234639,NCTA - The Internet & Television Association,25
2020,4,234639,NCTA - The Internet & Television Association,25
2021,3,234639,NCTA - The Internet & Television Association,27
2022,2,234639,NCTA - The Internet & Television Association,27
2023,1,234639,NCTA - The Internet & Television Association,27
2023,4,234639,NCTA - The Internet & Television Association,26
2024,3,234639,NCTA - The Internet & Television Association,26
